      Values at End of Element:
 Index  name    key                      s       l         s               L        gradient         voltage            phi0              rf
                                                                                                                                   frequency
  1222  K28_7B  Lcavity            808.684   3.044 808.68443  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1223  K28_7C  Lcavity            811.729   3.044 811.72853  3.04410000E+00  2.36273385E+07  7.19239812E+07  0.00000000E+00  2.85600000E+09
  1231  K28_8A1 Lcavity            815.270   0.329 815.26983  3.29200000E-01  1.67070513E+07  5.49996128E+06  0.00000000E+00  2.85600000E+09
  1233  K28_8A2 Lcavity            815.520   0.250 815.51983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
  1235  K28_8A3 Lcavity            817.985   2.465 817.98473  2.46490000E+00  1.67070513E+07  4.11812107E+07  0.00000000E+00  2.85600000E+09
  1236  K28_8B  Lcavity            821.029   3.044 821.02883  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1237  K28_8C  Lcavity            824.073   3.044 824.07293  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1238  K28_8D1 Lcavity            826.460   2.387 826.45983  2.38690000E+00  1.67070513E+07  3.98780607E+07  0.00000000E+00  2.85600000E+09
  1240  K28_8D2 Lcavity            826.710   0.250 826.70983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
  1242  K28_8D3 Lcavity            827.117   0.407 827.11703  4.07200000E-01  1.67070513E+07  6.80311128E+06  0.00000000E+00  2.85600000E+09
  1253  K29_1A  Lcavity            833.174   3.044 833.17393  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1254  K29_1B  Lcavity            836.218   3.044 836.21803  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1255  K29_1C  Lcavity            839.262   3.044 839.26213  3.04410000E+00  2.36273385E+07  7.19239812E+07  0.00000000E+00  2.85600000E+09
  1264  K29_2A1 Lcavity            842.800   0.326 842.79983  3.25600000E-01  1.67070513E+07  5.43981590E+06  0.00000000E+00  2.85600000E+09
  1266  K29_2A2 Lcavity            843.153   0.353 843.15263  3.52800000E-01  1.67070513E+07  5.89424769E+06  0.00000000E+00  2.85600000E+09
  1268  K29_2A3 Lcavity            845.518   2.366 845.51833  2.36570000E+00  1.67070513E+07  3.95238712E+07  0.00000000E+00  2.85600000E+09
  1269  K29_2B  Lcavity            848.562   3.044 848.56243  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1270  K29_2C  Lcavity            851.607   3.044 851.60653  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1271  K29_2D  Lcavity            854.651   3.044 854.65063  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1277  K29_3A1 Lcavity            855.150   0.331 855.14983  3.31200000E-01  1.67070513E+07  5.53337538E+06  0.00000000E+00  2.85600000E+09
  1279  K29_3A2 Lcavity            855.510   0.360 855.50973  3.59900000E-01  1.67070513E+07  6.01286776E+06  0.00000000E+00  2.85600000E+09
  1281  K29_3A3 Lcavity            857.863   2.353 857.86273  2.35300000E+00  1.67070513E+07  3.93116917E+07  0.00000000E+00  2.85600000E+09
  1282  K29_3B  Lcavity            860.907   3.044 860.90683  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1283  K29_3C  Lcavity            863.951   3.044 863.95093  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1284  K29_3D  Lcavity            866.995   3.044 866.99503  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1290  K29_4A1 Lcavity            867.490   0.327 867.48983  3.26800000E-01  1.67070513E+07  5.45986436E+06  0.00000000E+00  2.85600000E+09
  1292  K29_4A2 Lcavity            867.740   0.250 867.73983  2.50000000E-01  1.67070513E+07  4.17676282E+06  0.00000000E+00  2.85600000E+09
  1294  K29_4A3 Lcavity            870.207   2.467 870.20713  2.46730000E+00  1.67070513E+07  4.12213076E+07  0.00000000E+00  2.85600000E+09
  1295  K29_4B  Lcavity            873.251   3.044 873.25123  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1296  K29_4C  Lcavity            876.295   3.044 876.29533  3.04410000E+00  2.36273385E+07  7.19239812E+07  0.00000000E+00  2.85600000E+09
  1305  K29_5A1 Lcavity            879.887   0.380 879.88743  3.80000000E-01  1.67070513E+07  6.34867949E+06  0.00000000E+00  2.85600000E+09
  1307  K29_5A2 Lcavity            880.164   0.276 880.16363  2.76200000E-01  1.67070513E+07  4.61448757E+06  0.00000000E+00  2.85600000E+09
  1309  K29_5A3 Lcavity            882.552   2.388 882.55153  2.38790000E+00  1.67070513E+07  3.98947678E+07  0.00000000E+00  2.85600000E+09
  1310  K29_5B  Lcavity            885.596   3.044 885.59563  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1311  K29_5C  Lcavity            888.640   3.044 888.63973  3.04410000E+00  2.36273385E+07  7.19239812E+07  0.00000000E+00  2.85600000E+09
  1320  K29_6A1 Lcavity            892.302   0.450 892.30163  4.49800000E-01  1.67070513E+07  7.51483167E+06  0.00000000E+00  2.85600000E+09
  1322  K29_6A2 Lcavity            892.673   0.371 892.67313  3.71500000E-01  1.67070513E+07  6.20666955E+06  0.00000000E+00  2.85600000E+09
  1324  K29_6A3 Lcavity            894.896   2.223 894.89593  2.22280000E+00  1.67070513E+07  3.71364336E+07  0.00000000E+00  2.85600000E+09
  1325  K29_6B  Lcavity            897.940   3.044 897.94003  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1326  K29_6C  Lcavity            900.984   3.044 900.98413  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1327  K29_6D  Lcavity            904.028   3.044 904.02823  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1333  K29_7A1 Lcavity            904.530   0.334 904.52983  3.33600000E-01  1.64670737E+07  5.49341578E+06  0.00000000E+00  2.85600000E+09
  1335  K29_7A2 Lcavity            904.929   0.399 904.92863  3.98800000E-01  1.64670737E+07  6.56706898E+06  0.00000000E+00  2.85600000E+09
  1337  K29_7A3 Lcavity            907.240   2.312 907.24033  2.31170000E+00  1.64670737E+07  3.80669342E+07  0.00000000E+00  2.85600000E+09
  1338  K29_7B  Lcavity            910.284   3.044 910.28443  3.04410000E+00  1.64670737E+07  5.01274190E+07  0.00000000E+00  2.85600000E+09
  1339  K29_7C  Lcavity            913.329   3.044 913.32853  3.04410000E+00  1.64670737E+07  5.01274190E+07  0.00000000E+00  2.85600000E+09
  1340  K29_7D  Lcavity            916.198   2.869 916.19773  2.86920000E+00  1.74708696E+07  5.01274190E+07  0.00000000E+00  2.85600000E+09
  1348  K29_8A1 Lcavity            916.930   0.390 916.93023  3.89600000E-01  1.67070513E+07  6.50906718E+06  0.00000000E+00  2.85600000E+09
  1350  K29_8A2 Lcavity            917.209   0.279 917.20923  2.79000000E-01  1.67070513E+07  4.66126731E+06  0.00000000E+00  2.85600000E+09
  1352  K29_8A3 Lcavity            919.585   2.376 919.58473  2.37550000E+00  1.67070513E+07  3.96876003E+07  0.00000000E+00  2.85600000E+09
  1353  K29_8B  Lcavity            922.629   3.044 922.62883  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1354  K29_8C  Lcavity            925.673   3.044 925.67293  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1355  K29_8D1 Lcavity            928.129   2.456 928.12873  2.45580000E+00  1.67070513E+07  4.10291765E+07  0.00000000E+00  2.85600000E+09
  1357  K29_8D2 Lcavity            928.409   0.280 928.40873  2.80000000E-01  1.67070513E+07  4.67797436E+06  0.00000000E+00  2.85600000E+09
  1359  K29_8D3 Lcavity            928.717   0.308 928.71703  3.08300000E-01  1.67070513E+07  5.15078391E+06  0.00000000E+00  2.85600000E+09
  1376  K30_1A  Lcavity            934.774   3.044 934.77393  3.04410000E+00  1.55068889E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1377  K30_1B  Lcavity            937.818   3.044 937.81803  3.04410000E+00  1.55068889E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1378  K30_1C  Lcavity            940.862   3.044 940.86213  3.04410000E+00  1.55068889E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1379  K30_1D  Lcavity            943.032   2.169 943.03153  2.16940000E+00  2.17592516E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1391  K30_2A1 Lcavity            944.575   0.501 944.57483  5.00600000E-01  1.67070513E+07  8.36354987E+06  0.00000000E+00  2.85600000E+09
  1393  K30_2A2 Lcavity            944.905   0.330 944.90503  3.30200000E-01  1.67070513E+07  5.51666833E+06  0.00000000E+00  2.85600000E+09
  1395  K30_2A3 Lcavity            947.118   2.213 947.11833  2.21330000E+00  1.67070513E+07  3.69777166E+07  0.00000000E+00  2.85600000E+09
  1396  K30_2B  Lcavity            950.162   3.044 950.16243  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1397  K30_2C  Lcavity            953.207   3.044 953.20653  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1398  K30_2D  Lcavity            956.251   3.044 956.25063  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1404  K30_3A1 Lcavity            956.817   0.399 956.81723  3.98600000E-01  1.55068888E+07  6.18104589E+06  0.00000000E+00  2.85600000E+09
  1406  K30_3A2 Lcavity            957.147   0.330 957.14723  3.30000000E-01  1.55068888E+07  5.11727332E+06  0.00000000E+00  2.85600000E+09
  1408  K30_3A3 Lcavity            959.463   2.316 959.46273  2.31550000E+00  1.55068888E+07  3.59062011E+07  0.00000000E+00  2.85600000E+09
  1409  K30_3B  Lcavity            962.507   3.044 962.50683  3.04410000E+00  1.55068888E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1410  K30_3C  Lcavity            965.551   3.044 965.55093  3.04410000E+00  1.55068888E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1411  K30_3D  Lcavity            967.720   2.169 967.72033  2.16940000E+00  2.17592516E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1419  K30_4A1 Lcavity            969.149   0.386 969.14863  3.85600000E-01  1.55068888E+07  5.97945634E+06  0.00000000E+00  2.85600000E+09
  1421  K30_4A2 Lcavity            969.428   0.279 969.42763  2.79000000E-01  1.55068888E+07  4.32642199E+06  0.00000000E+00  2.85600000E+09
  1423  K30_4A3 Lcavity            971.807   2.380 971.80713  2.37950000E+00  1.55068888E+07  3.68986420E+07  0.00000000E+00  2.85600000E+09
  1424  K30_4B  Lcavity            974.851   3.044 974.85123  3.04410000E+00  1.55068888E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1425  K30_4C  Lcavity            977.895   3.044 977.89533  3.04410000E+00  1.55068888E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1426  K30_4D  Lcavity            980.065   2.169 980.06473  2.16940000E+00  2.17592516E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1440  K30_5A1 Lcavity            981.480   0.373 981.48003  3.72600000E-01  1.55068888E+07  5.77786679E+06  0.00000000E+00  2.85600000E+09
  1442  K30_5A2 Lcavity            981.772   0.292 981.77203  2.92000000E-01  1.55068888E+07  4.52801154E+06  0.00000000E+00  2.85600000E+09
  1444  K30_5A3 Lcavity            984.152   2.380 984.15153  2.37950000E+00  1.55068888E+07  3.68986420E+07  0.00000000E+00  2.85600000E+09
  1445  K30_5B  Lcavity            987.196   3.044 987.19563  3.04410000E+00  1.55068888E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1446  K30_5C  Lcavity            990.240   3.044 990.23973  3.04410000E+00  1.55068888E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1447  K30_5D  Lcavity            992.409   2.169 992.40913  2.16940000E+00  2.17592516E+07  4.72045203E+07  0.00000000E+00  2.85600000E+09
  1459  K30_6A1 Lcavity            993.846   0.394 993.84583  3.94000000E-01  1.64670737E+07  6.48802703E+06  0.00000000E+00  2.85600000E+09
  1461  K30_6A2 Lcavity            994.239   0.393 994.23883  3.93000000E-01  1.64670737E+07  6.47155995E+06  0.00000000E+00  2.85600000E+09
  1463  K30_6A3 Lcavity            994.646   0.407 994.64583  4.07000000E-01  1.64670737E+07  6.70209899E+06  0.00000000E+00  2.85600000E+09
  1465  K30_6A4 Lcavity            995.627   0.981 995.62683  9.81000000E-01  1.64670737E+07  1.61541993E+07  0.00000000E+00  2.85600000E+09
  1467  K30_6A5 Lcavity            995.982   0.355 995.98183  3.55000000E-01  1.64670737E+07  5.84581115E+06  0.00000000E+00  2.85600000E+09
  1469  K30_6A6 Lcavity            996.496   0.514 996.49593  5.14100000E-01  1.64670737E+07  8.46572258E+06  0.00000000E+00  2.85600000E+09
  1470  K30_6B  Lcavity            999.540   3.044 999.54003  3.04410000E+00  1.64670737E+07  5.01274190E+07  0.00000000E+00  2.85600000E+09
  1471  K30_6C  Lcavity           1002.584   3.044 1002.5841  3.04410000E+00  1.64670737E+07  5.01274190E+07  0.00000000E+00  2.85600000E+09
  1472  K30_6D  Lcavity           1005.453   2.869 1005.4533  2.86920000E+00  1.74708696E+07  5.01274190E+07  0.00000000E+00  2.85600000E+09
  1478  K30_7A1 Lcavity           1006.178   0.381 1006.1775  3.81300000E-01  1.64670737E+07  6.27889519E+06  0.00000000E+00  2.85600000E+09
  1480  K30_7A2 Lcavity           1006.609   0.432 1006.6092  4.31700000E-01  1.64670737E+07  7.10883570E+06  0.00000000E+00  2.85600000E+09
  1482  K30_7A3 Lcavity           1006.983   0.374 1006.9832  3.74000000E-01  1.64670737E+07  6.15868555E+06  0.00000000E+00  2.85600000E+09
  1484  K30_7A4 Lcavity           1007.974   0.991 1007.9742  9.91000000E-01  1.64670737E+07  1.63188700E+07  0.00000000E+00  2.85600000E+09
  1486  K30_7A5 Lcavity           1008.333   0.359 1008.3332  3.59000000E-01  1.64670737E+07  5.91167945E+06  0.00000000E+00  2.85600000E+09
  1488  K30_7A6 Lcavity           1008.840   0.507 1008.8403  5.07100000E-01  1.64670737E+07  8.35045306E+06  0.00000000E+00  2.85600000E+09
  1489  K30_7B  Lcavity           1011.884   3.044 1011.8844  3.04410000E+00  1.64670737E+07  5.01274190E+07  0.00000000E+00  2.85600000E+09
  1490  K30_7C  Lcavity           1014.929   3.044 1014.9285  3.04410000E+00  1.64670737E+07  5.01274190E+07  0.00000000E+00  2.85600000E+09
  1491  K30_7D  Lcavity           1017.798   2.869 1017.7977  2.86920000E+00  1.74708696E+07  5.01274190E+07  0.00000000E+00  2.85600000E+09
  1497  K30_8A1 Lcavity           1018.527   0.386 1018.5265  3.85900000E-01  1.67070513E+07  6.44725109E+06  0.00000000E+00  2.85600000E+09
  1499  K30_8A2 Lcavity           1018.908   0.381 1018.9075  3.81000000E-01  1.67070513E+07  6.36538654E+06  0.00000000E+00  2.85600000E+09
  1501  K30_8A3 Lcavity           1021.185   2.277 1021.1847  2.27720000E+00  1.67070513E+07  3.80452972E+07  0.00000000E+00  2.85600000E+09
  1502  K30_8B  Lcavity           1024.229   3.044 1024.2288  3.04410000E+00  1.67070513E+07  5.08579348E+07  0.00000000E+00  2.85600000E+09
  1503  K30_8C1 Lcavity           1024.991   0.762 1024.9908  7.62000000E-01  2.36273385E+07  1.80040320E+07  0.00000000E+00  2.85600000E+09
  1505  K30_8C2 Lcavity           1026.458   1.467 1026.4577  1.46690000E+00  2.36273385E+07  3.46589429E+07  0.00000000E+00  2.85600000E+09
  1507  K30_8C3 Lcavity           1027.273   0.815 1027.2729  8.15200000E-01  2.36273385E+07  1.92610064E+07  0.00000000E+00  2.85600000E+09
  2664  XTC01   Lcavity           1713.864   0.500 1713.8645  5.00000000E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.14240000E+10
  2665  XTC01   Lcavity           1714.364   0.500 1714.3645  5.00000000E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.14240000E+10
  2669  XTC02   Lcavity           1715.237   0.500 1715.2375  5.00000000E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.14240000E+10
  2670  XTC02   Lcavity           1715.737   0.500 1715.7375  5.00000000E-01  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.14240000E+10
